name,actual,values,predicted
"Prithish Leaf Me Alone, I'm Bushed Ceramic Mug",kitchen  dining,"[0.5, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 0.5, 0.5, 0.25, 0.375, 0.375, 0.625, 0.375, 0.0, 0.5, 0.625, 0.625, 0.875, 0.375, 0.25, 0.25, 0.25, 0.125, 0.375, 0.25, 0.125, 0.25, 0.0, 0.0, 0.25, 0.25]",kitchen  dining
EDGE PLUS BODY PANEL FOR SAMSUNG S3500 Front & Back Panel,mobiles  accessories,"[0.6617647058823529, 0.4117647058823529, 0.47058823529411764, 0.27941176470588236, 0.5, 0.39705882352941174, 0.5147058823529411, 0.5, 0.6617647058823529, 0.5147058823529411, 0.36764705882352944, 0.47058823529411764, 0.47058823529411764, 1.0, 0.08823529411764706, 0.35294117647058826, 0.38235294117647056, 0.5441176470588235, 0.5588235294117647, 0.3235294117647059, 0.6617647058823529, 0.35294117647058826, 0.27941176470588236, 0.3088235294117647, 0.38235294117647056, 0.0, 0.19117647058823528, 0.3382352941176471, 0.1323529411764706, 0.23529411764705882, 0.11764705882352941, 0.07352941176470588]",mobiles  accessories
AdroitZ Exclusive Barbie Doll Sunshade / curtain (set of 2) for Chevrolet Sail type 1 Sun Shade For Chevrolet Sail,automotive,"[0.7564102564102564, 0.5128205128205128, 0.47435897435897434, 0.3076923076923077, 0.6153846153846154, 0.5256410256410257, 0.6794871794871795, 0.5128205128205128, 0.6794871794871795, 1.0, 0.5512820512820513, 0.6025641025641025, 0.5897435897435898, 0.717948717948718, 0.07692307692307693, 0.44871794871794873, 0.5897435897435898, 0.5769230769230769, 0.6794871794871795, 0.4230769230769231, 0.6538461538461539, 0.3974358974358974, 0.3974358974358974, 0.3333333333333333, 0.4230769230769231, 0.0, 0.2948717948717949, 0.2948717948717949, 0.10256410256410256, 0.20512820512820512, 0.16666666666666666, 0.1794871794871795]",automotive
TheLostPuppy Back Cover for Apple iPad Air,mobiles  accessories,"[0.7333333333333333, 0.5666666666666667, 0.5333333333333333, 0.26666666666666666, 0.5666666666666667, 0.5666666666666667, 0.6666666666666666, 0.5666666666666667, 0.8, 0.6666666666666666, 0.5666666666666667, 0.7, 0.5, 1.0, 0.03333333333333333, 0.5333333333333333, 0.3333333333333333, 0.5333333333333333, 0.6666666666666666, 0.2, 0.7, 0.3, 0.36666666666666664, 0.4, 0.4666666666666667, 0.0, 0.3, 0.3, 0.03333333333333333, 0.2, 0.2, 0.0]",mobiles  accessories
Kazo Casual Short Sleeve Printed Women's Top,clothing,"[0.9333333333333333, 0.3333333333333333, 0.6, 0.26666666666666666, 0.4, 0.3333333333333333, 0.6, 0.7333333333333333, 0.6, 0.3333333333333333, 0.6, 0.5333333333333333, 0.9333333333333333, 0.6666666666666666, 0.0, 0.4666666666666667, 0.5333333333333333, 0.8, 0.6666666666666666, 0.2, 0.6, 0.13333333333333333, 0.13333333333333333, 0.13333333333333333, 0.2, 0.06666666666666667, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667]",clothing
Nimbus Printed Men's Round Neck T-Shirt,clothing,"[1.0, 0.375, 0.5625, 0.375, 0.5, 0.5, 0.625, 0.5625, 0.625, 0.5, 0.625, 0.5625, 0.9375, 0.5625, 0.0, 0.5, 0.5, 0.875, 0.625, 0.25, 0.6875, 0.25, 0.1875, 0.3125, 0.3125, 0.0625, 0.375, 0.1875, 0.0625, 0.125, 0.0625, 0.0]",clothing
Miracle Retail Bonsai Wild Plant Artificial Plant  with Pot,home decor  festive needs,"[0.8, 0.638095238095238, 0.6476190476190476, 0.3904761904761905, 0.6285714285714286, 0.6, 0.7047619047619048, 0.6761904761904762, 1.0, 0.7142857142857143, 0.6095238095238096, 0.7142857142857143, 0.6476190476190476, 0.6666666666666666, 0.06666666666666667, 0.4, 0.580952380952381, 0.6952380952380952, 0.8095238095238095, 0.4, 0.6761904761904762, 0.34285714285714286, 0.34285714285714286, 0.3142857142857143, 0.49523809523809526, 0.0, 0.24761904761904763, 0.4095238095238095, 0.11428571428571428, 0.26666666666666666, 0.1619047619047619, 0.13333333333333333]",home decor  festive needs
Jewelizer Alloy Necklace,jewellery,"[1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
Suruchi Kadhai 3 L,kitchen  dining,"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333]",kitchen  dining
Lemingo Party Wear Shoes,footwear,"[0.75, 0.5, 0.75, 0.0, 0.25, 0.75, 0.25, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.25, 0.0, 0.5, 0.25, 0.5, 0.75, 0.25, 0.5, 0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 0.0]",clothing
Tatvaarts Bullock Cart ( Big) Showpiece  -  13.97 cm,home decor  festive needs,"[0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.0, 0.3333333333333333, 0.5, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]",home decor  festive needs
TP-LINK 4-Port Cable/DSL/TL-R460,computers,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",computers
Voylla Alloy Necklace,jewellery,"[1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
Allure Auto CM 1098 Car Mat Skoda Laura,automotive,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.3333333333333333, 0.5, 1.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]",automotive
Tuktuk Abstract Single Dohar Black,home furnishing,"[0.75, 0.5, 0.5, 0.25, 0.75, 0.5, 0.25, 0.75, 0.75, 0.5, 0.5, 1.0, 1.0, 0.5, 0.0, 0.25, 0.5, 0.75, 0.75, 0.5, 0.5, 0.25, 0.25, 0.5, 0.5, 0.0, 0.25, 0.5, 0.0, 0.5, 0.25, 0.0]",home furnishing
"Mom and Kid Baby Girl's Printed Blue, Grey Top & Pyjama Set",baby care,"[0.9333333333333333, 0.6, 0.8333333333333334, 0.5666666666666667, 0.8, 0.8, 0.7333333333333333, 0.7333333333333333, 0.8333333333333334, 0.7, 0.7, 0.8, 0.9, 0.8, 0.13333333333333333, 0.6333333333333333, 0.6666666666666666, 0.8333333333333334, 0.8333333333333334, 0.4666666666666667, 0.7, 0.4666666666666667, 0.4666666666666667, 0.5, 0.5, 0.0, 0.4666666666666667, 0.43333333333333335, 0.26666666666666666, 0.3333333333333333, 0.16666666666666666, 0.23333333333333334]",clothing
Fab Palace Party Sleeveless Embroidered Women's Top,clothing,"[0.9714285714285714, 0.5142857142857142, 0.7428571428571429, 0.5428571428571428, 0.6285714285714286, 0.6857142857142857, 0.7428571428571429, 0.6857142857142857, 0.7428571428571429, 0.7142857142857143, 0.6285714285714286, 0.7714285714285715, 0.9142857142857143, 0.6571428571428571, 0.08571428571428572, 0.5428571428571428, 0.6285714285714286, 0.7428571428571429, 0.7142857142857143, 0.42857142857142855, 0.6571428571428571, 0.34285714285714286, 0.42857142857142855, 0.34285714285714286, 0.42857142857142855, 0.0, 0.37142857142857144, 0.3142857142857143, 0.22857142857142856, 0.34285714285714286, 0.11428571428571428, 0.17142857142857143]",clothing
Hoopoe Decor Large Wall Sticker,home decor  festive needs,"[0.6, 0.8, 0.6, 0.6, 1.0, 0.6, 0.6, 0.6, 1.0, 0.8, 0.8, 0.6, 1.0, 1.0, 0.0, 0.6, 0.8, 0.8, 1.0, 0.6, 0.8, 0.6, 0.2, 0.2, 0.8, 0.4, 0.2, 0.4, 0.0, 0.0, 0.4, 0.2]",pens  stationery
Beebay Printed Baby Girl's Jumpsuit,baby care,"[0.96, 0.56, 0.76, 0.48, 0.64, 0.72, 0.8, 0.68, 0.76, 0.64, 0.48, 0.72, 0.96, 0.56, 0.08, 0.4, 0.52, 0.72, 0.72, 0.32, 0.56, 0.16, 0.32, 0.28, 0.32, 0.0, 0.32, 0.2, 0.16, 0.2, 0.04, 0.12]",clothing
TheLostPuppy Back Cover for Apple iPad Air,mobiles  accessories,"[0.7333333333333333, 0.5666666666666667, 0.5333333333333333, 0.26666666666666666, 0.5666666666666667, 0.5666666666666667, 0.6666666666666666, 0.5666666666666667, 0.8, 0.6666666666666666, 0.5666666666666667, 0.7, 0.5, 1.0, 0.03333333333333333, 0.5333333333333333, 0.3333333333333333, 0.5333333333333333, 0.6666666666666666, 0.2, 0.7, 0.3, 0.36666666666666664, 0.4, 0.4666666666666667, 0.0, 0.3, 0.3, 0.03333333333333333, 0.2, 0.2, 0.0]",mobiles  accessories
NEWGEN TECH EO-HS3303 186 Wired Headset,gaming,"[0.547945205479452, 0.4520547945205479, 0.3013698630136986, 0.273972602739726, 0.4657534246575342, 0.3013698630136986, 0.5068493150684932, 0.4246575342465753, 0.589041095890411, 0.6164383561643836, 0.410958904109589, 0.3835616438356164, 0.3287671232876712, 0.9041095890410958, 0.0821917808219178, 0.3424657534246575, 0.3835616438356164, 0.5205479452054794, 0.4794520547945205, 0.3972602739726027, 0.6575342465753424, 0.3561643835616438, 0.2876712328767123, 1.0, 0.3561643835616438, 0.0, 0.273972602739726, 0.6301369863013698, 0.1232876712328767, 0.273972602739726, 0.0821917808219178, 0.0821917808219178]",gaming
addee Leather black 16 L Backpack,toys  school supplies,"[0.6521739130434783, 0.7391304347826086, 0.5652173913043478, 0.43478260869565216, 0.782608695652174, 0.782608695652174, 0.6086956521739131, 0.9565217391304348, 0.6521739130434783, 0.6521739130434783, 0.5217391304347826, 0.5652173913043478, 0.6521739130434783, 0.782608695652174, 0.17391304347826086, 0.6956521739130435, 0.9565217391304348, 0.6086956521739131, 0.782608695652174, 0.5217391304347826, 0.8260869565217391, 0.43478260869565216, 0.43478260869565216, 0.391304347826087, 0.4782608695652174, 0.0, 0.4782608695652174, 0.43478260869565216, 0.34782608695652173, 0.4782608695652174, 0.08695652173913043, 0.08695652173913043]",bags wallets  belts
Trident Cotton Set of Towels,home furnishing,"[1.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0]",clothing
Nod'R Solid Men's Round Neck T-Shirt,clothing,"[1.0, 0.4, 0.5333333333333333, 0.4, 0.4666666666666667, 0.4666666666666667, 0.6666666666666666, 0.5333333333333333, 0.6, 0.5333333333333333, 0.5333333333333333, 0.5333333333333333, 0.9333333333333333, 0.5333333333333333, 0.0, 0.5333333333333333, 0.4666666666666667, 0.9333333333333333, 0.6, 0.2, 0.6666666666666666, 0.26666666666666666, 0.2, 0.26666666666666666, 0.3333333333333333, 0.06666666666666667, 0.4, 0.13333333333333333, 0.06666666666666667, 0.2, 0.13333333333333333, 0.0]",clothing
Radiant Bay Statusque Yellow Gold Diamond 18 K Ring,jewellery,"[0.8, 0.0, 0.6, 0.2, 0.6, 0.6, 0.8, 0.6, 0.8, 0.4, 0.8, 0.8, 0.6, 0.6, 0.0, 0.8, 0.6, 1.0, 0.6, 0.2, 0.4, 0.2, 0.0, 0.2, 0.4, 0.0, 0.4, 0.2, 0.0, 0.2, 0.0, 0.0]",jewellery
Printland PMBA1050 Ceramic Mug,kitchen  dining,"[0.8, 0.5333333333333333, 0.6333333333333333, 0.3, 0.4666666666666667, 0.4, 0.5333333333333333, 0.5666666666666667, 0.7333333333333333, 0.5, 0.5666666666666667, 0.6, 0.7333333333333333, 0.5, 0.0, 0.43333333333333335, 0.6, 0.7333333333333333, 1.0, 0.3, 0.5333333333333333, 0.16666666666666666, 0.26666666666666666, 0.23333333333333334, 0.43333333333333335, 0.0, 0.23333333333333334, 0.16666666666666666, 0.03333333333333333, 0.16666666666666666, 0.23333333333333334, 0.1]",kitchen  dining
Vaishna Pro Women's Full Coverage Bra,clothing,"[1.0, 0.4444444444444444, 0.6666666666666666, 0.2777777777777778, 0.4444444444444444, 0.6111111111111112, 0.6111111111111112, 0.5, 0.6666666666666666, 0.5555555555555556, 0.3333333333333333, 0.4444444444444444, 0.6111111111111112, 0.5555555555555556, 0.0, 0.4444444444444444, 0.3888888888888889, 0.5, 0.5555555555555556, 0.3333333333333333, 0.5, 0.1111111111111111, 0.2777777777777778, 0.2777777777777778, 0.1111111111111111, 0.0, 0.2777777777777778, 0.16666666666666666, 0.05555555555555555, 0.16666666666666666, 0.16666666666666666, 0.1111111111111111]",clothing
DressBerry Metal Necklace,jewellery,"[1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 1.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]",clothing
SONIK G-7 Motorbike Helmet - XL,automotive,"[0.7837837837837838, 0.35135135135135137, 0.6216216216216216, 0.43243243243243246, 0.6216216216216216, 0.7567567567567568, 0.6216216216216216, 0.6486486486486487, 0.6216216216216216, 1.0, 0.7297297297297297, 0.5675675675675675, 0.6756756756756757, 0.6756756756756757, 0.10810810810810811, 0.5675675675675675, 0.5675675675675675, 0.5945945945945946, 0.6756756756756757, 0.40540540540540543, 0.5945945945945946, 0.2972972972972973, 0.4864864864864865, 0.2972972972972973, 0.43243243243243246, 0.0, 0.43243243243243246, 0.35135135135135137, 0.2972972972972973, 0.35135135135135137, 0.08108108108108109, 0.13513513513513514]",automotive
Oviyon Printed Men's V-neck T-Shirt,clothing,"[1.0, 0.3076923076923077, 0.46153846153846156, 0.23076923076923078, 0.38461538461538464, 0.3076923076923077, 0.5384615384615384, 0.5384615384615384, 0.5384615384615384, 0.3076923076923077, 0.5384615384615384, 0.46153846153846156, 0.9230769230769231, 0.46153846153846156, 0.0, 0.38461538461538464, 0.46153846153846156, 0.7692307692307693, 0.5384615384615384, 0.15384615384615385, 0.5384615384615384, 0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.07692307692307693, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.15384615384615385, 0.07692307692307693, 0.0]",clothing
Peches by Peches - Polyamide Black Polka Dots Demicup Semi Padded Underwired Women's Balconette Bra,clothing,"[1.0, 0.1111111111111111, 0.2777777777777778, 0.1111111111111111, 0.16666666666666666, 0.2222222222222222, 0.3333333333333333, 0.3888888888888889, 0.3333333333333333, 0.16666666666666666, 0.3888888888888889, 0.3333333333333333, 0.5555555555555556, 0.2777777777777778, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3888888888888889, 0.05555555555555555, 0.3333333333333333, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.0]",clothing
Meira Women's Maxi Dress,clothing,"[1.0, 0.25, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.25, 0.5833333333333334, 0.6666666666666666, 0.5833333333333334, 0.25, 0.5, 0.4166666666666667, 0.8333333333333334, 0.4166666666666667, 0.0, 0.4166666666666667, 0.3333333333333333, 0.9166666666666666, 0.5833333333333334, 0.16666666666666666, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.0, 0.16666666666666666, 0.08333333333333333, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
R18Jewels-Fashion&U Sparkle Delight Metal Bangle Set,jewellery,"[0.7348484848484849, 0.32575757575757575, 0.4772727272727273, 0.17424242424242425, 0.4318181818181818, 0.3333333333333333, 0.5303030303030303, 0.4166666666666667, 0.6439393939393939, 0.4393939393939394, 0.3409090909090909, 0.4393939393939394, 0.3939393939393939, 0.49242424242424243, 0.022727272727272728, 0.3712121212121212, 0.4166666666666667, 1.0, 0.4696969696969697, 0.25, 0.44696969696969696, 0.19696969696969696, 0.19696969696969696, 0.16666666666666666, 0.2727272727272727, 0.007575757575757576, 0.14393939393939395, 0.1590909090909091, 0.022727272727272728, 0.10606060606060606, 0.13636363636363635, 0.08333333333333333]",jewellery
Absurd Full Sleeve Solid Men's Sweatshirt,clothing,"[1.0, 0.35714285714285715, 0.5714285714285714, 0.14285714285714285, 0.35714285714285715, 0.2857142857142857, 0.5714285714285714, 0.6428571428571429, 0.5714285714285714, 0.5, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.5, 0.0, 0.35714285714285715, 0.5, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.5714285714285714, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.21428571428571427, 0.07142857142857142, 0.2857142857142857, 0.14285714285714285, 0.07142857142857142, 0.14285714285714285, 0.21428571428571427, 0.0]",clothing
Allure Auto CM 1029 Car Mat Honda Civic,automotive,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.3333333333333333, 0.5, 1.0, 0.5, 0.6666666666666666, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.5, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]",automotive
3a Autocare XUV 500 Car Mat Mahindra XUV 500,automotive,"[0.6585365853658537, 0.43902439024390244, 0.5853658536585366, 0.17073170731707318, 0.4878048780487805, 0.4146341463414634, 0.5609756097560976, 0.4878048780487805, 0.6585365853658537, 1.0, 0.4146341463414634, 0.5853658536585366, 0.4878048780487805, 0.5853658536585366, 0.024390243902439025, 0.43902439024390244, 0.4878048780487805, 0.5365853658536586, 0.5609756097560976, 0.2682926829268293, 0.4634146341463415, 0.24390243902439024, 0.36585365853658536, 0.24390243902439024, 0.36585365853658536, 0.024390243902439025, 0.21951219512195122, 0.0975609756097561, 0.024390243902439025, 0.17073170731707318, 0.14634146341463414, 0.07317073170731707]",automotive
dongli Night Suit Boy's  Combo,clothing,"[1.0, 0.5641025641025641, 0.7435897435897436, 0.358974358974359, 0.6923076923076923, 0.717948717948718, 0.717948717948718, 0.7948717948717948, 0.7692307692307693, 0.6410256410256411, 0.6666666666666666, 0.7948717948717948, 0.9487179487179487, 0.6666666666666666, 0.10256410256410256, 0.5641025641025641, 0.6923076923076923, 0.8461538461538461, 0.7948717948717948, 0.38461538461538464, 0.6153846153846154, 0.3333333333333333, 0.41025641025641024, 0.358974358974359, 0.4358974358974359, 0.0, 0.38461538461538464, 0.3076923076923077, 0.20512820512820512, 0.3076923076923077, 0.15384615384615385, 0.15384615384615385]",clothing
Fashigo Women's Leggings,clothing,"[1.0, 0.4666666666666667, 0.8666666666666667, 0.13333333333333333, 0.7333333333333333, 0.4666666666666667, 0.6, 0.7333333333333333, 0.8, 0.6, 0.4666666666666667, 0.6666666666666666, 0.8666666666666667, 0.7333333333333333, 0.0, 0.6666666666666666, 0.7333333333333333, 0.8, 0.6666666666666666, 0.3333333333333333, 0.6, 0.2, 0.4, 0.2, 0.4, 0.0, 0.26666666666666666, 0.26666666666666666, 0.06666666666666667, 0.13333333333333333, 0.26666666666666666, 0.06666666666666667]",clothing
Allen Solly Sneakers,footwear,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",clothing
GREENWICH Baby Girl's Black Jeggings,baby care,"[0.875, 0.4375, 0.7291666666666666, 0.375, 0.5625, 0.6041666666666666, 0.6875, 0.6875, 0.6041666666666666, 0.5833333333333334, 0.4791666666666667, 0.625, 0.7291666666666666, 0.5833333333333334, 0.08333333333333333, 0.5, 0.5416666666666666, 0.625, 0.625, 0.3125, 0.5416666666666666, 0.20833333333333334, 0.3541666666666667, 0.2708333333333333, 0.3958333333333333, 0.0, 0.2916666666666667, 0.2708333333333333, 0.14583333333333334, 0.2916666666666667, 0.14583333333333334, 0.16666666666666666]",clothing
Inmark Women's A-line Dress,clothing,"[1.0, 0.25, 0.5, 0.25, 0.3333333333333333, 0.25, 0.6666666666666666, 0.5833333333333334, 0.5833333333333334, 0.25, 0.5, 0.4166666666666667, 0.9166666666666666, 0.4166666666666667, 0.0, 0.4166666666666667, 0.4166666666666667, 0.8333333333333334, 0.5, 0.16666666666666666, 0.5, 0.16666666666666666, 0.08333333333333333, 0.0, 0.25, 0.08333333333333333, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0]",clothing
